OG0000174: Ga0061073_0012 Ga0070887_120195 Ga0072400_10870 Ga0072402_105733 Ga0072403_115220 Ga0072404_110561 Ga0133561_111220 Ga0133562_121075 Ga0133563_111107 Ga0133564_111312 Ga0225908_10827 Ga0226839_109142 Ga0226840_112138 Ga0226842_104838 Ga0226843_107593 Ga0226847_106925 Ga0226852_108551 Ga0227359_100976 Ga0307804_111363 Ga0311394_111505 Ga0312303_111659 Ga0312304_111447 H3R21_00050 H3R22_00400 H3R25_04110 H3T43_02215 H3T47_06110 H3T48_02600 H3U49_00380 LACWKB10_1221 LACWKB8_1254
OG0000555: Ga0061073_0569 Ga0070887_11638 Ga0072400_105208 Ga0072402_105206 Ga0072403_111146 Ga0072404_109191 Ga0133561_11669 Ga0133562_12452 Ga0133563_11558 Ga0133564_11692 Ga0225908_105188 Ga0226839_105227 Ga0226840_1089 Ga0226842_104223 Ga0226843_106217 Ga0226847_106223 Ga0226852_107262 Ga0227359_100137 Ga0307804_11739 Ga0311394_11795 Ga0312303_11360 Ga0312304_11777 H3R21_02570 H3R22_06975 H3R25_00970 H3T43_06620 H3T47_05530 H3T48_05700 H3U49_07390 LACWKB10_0189 LACWKB8_0689
OG0000556: Ga0061073_0576 Ga0070887_11634 Ga0072400_105191 Ga0072402_105199 Ga0072403_111142 Ga0072404_109187 Ga0133561_11659 Ga0133562_12448 Ga0133563_11551 Ga0133564_11681 Ga0225908_105184 Ga0226839_105216 Ga0226840_1085 Ga0226842_104216 Ga0226843_106214 Ga0226847_106220 Ga0226852_107259 Ga0227359_100133 Ga0307804_11731 Ga0311394_11785 Ga0312303_11367 Ga0312304_11770 H3R21_02585 H3R22_06960 H3R25_00940 H3T43_06605 H3T47_05450 H3T48_05730 H3U49_07405 LACWKB10_0185 LACWKB8_0678
OG0000557: Ga0061073_0578 Ga0070887_11625 Ga0072400_105188 Ga0072402_105197 Ga0072403_111136 Ga0072404_109185 Ga0133561_11655 Ga0133562_12446 Ga0133563_11549 Ga0133564_11678 Ga0225908_105182 Ga0226839_105207 Ga0226840_1083 Ga0226842_104214 Ga0226843_106209 Ga0226847_106217 Ga0226852_107256 Ga0227359_100131 Ga0307804_11728 Ga0311394_11782 Ga0312303_11370 Ga0312304_11765 H3R21_02595 H3R22_06950 H3R25_00930 H3T43_06570 H3T47_05430 H3T48_05740 H3U49_07450 LACWKB10_0183 LACWKB8_0675
OG0000558: Ga0061073_0580 Ga0070887_11617 Ga0072400_105186 Ga0072402_105195 Ga0072403_111134 Ga0072404_109183 Ga0133561_11653 Ga0133562_12444 Ga0133563_11547 Ga0133564_11670 Ga0225908_105180 Ga0226839_105199 Ga0226840_107185 Ga0226842_104212 Ga0226843_106207 Ga0226847_106215 Ga0226852_107254 Ga0227359_100129 Ga0307804_11726 Ga0311394_11774 Ga0312303_11372 Ga0312304_11763 H3R21_02605 H3R22_06940 H3R25_00920 H3T43_06560 H3T47_05420 H3T48_05750 H3U49_07460 LACWKB10_0181 LACWKB8_0673
OG0000559: Ga0061073_0581 Ga0070887_11616 Ga0072400_105185 Ga0072402_105194 Ga0072403_111133 Ga0072404_109182 Ga0133561_11652 Ga0133562_12443 Ga0133563_11546 Ga0133564_11669 Ga0225908_105179 Ga0226839_105198 Ga0226840_107184 Ga0226842_104211 Ga0226843_106206 Ga0226847_106214 Ga0226852_107253 Ga0227359_100128 Ga0307804_11725 Ga0311394_11773 Ga0312303_11373 Ga0312304_11762 H3R21_02610 H3R22_06935 H3R25_00915 H3T43_06555 H3T47_05415 H3T48_05755 H3U49_07465 LACWKB10_0180 LACWKB8_0672
OG0000560: Ga0061073_0582 Ga0070887_11615 Ga0072400_105184 Ga0072402_105193 Ga0072403_111132 Ga0072404_109181 Ga0133561_11651 Ga0133562_12442 Ga0133563_11545 Ga0133564_11668 Ga0225908_105178 Ga0226839_105197 Ga0226840_107183 Ga0226842_104210 Ga0226843_106205 Ga0226847_106213 Ga0226852_107252 Ga0227359_100127 Ga0307804_11724 Ga0311394_11772 Ga0312303_11374 Ga0312304_11761 H3R21_02615 H3R22_06930 H3R25_00910 H3T43_06550 H3T47_05410 H3T48_05760 H3U49_07470 LACWKB10_0179 LACWKB8_0671
OG0000561: Ga0061073_0583 Ga0070887_11614 Ga0072400_105183 Ga0072402_105192 Ga0072403_111131 Ga0072404_109180 Ga0133561_11650 Ga0133562_12441 Ga0133563_11544 Ga0133564_11667 Ga0225908_105177 Ga0226839_105196 Ga0226840_107182 Ga0226842_104209 Ga0226843_106204 Ga0226847_106212 Ga0226852_107251 Ga0227359_100126 Ga0307804_11723 Ga0311394_11771 Ga0312303_11375 Ga0312304_11760 H3R21_02620 H3R22_06925 H3R25_00905 H3T43_06545 H3T47_05405 H3T48_05765 H3U49_07475 LACWKB10_0178 LACWKB8_0670
OG0000562: Ga0061073_0584 Ga0070887_11613 Ga0072400_105182 Ga0072402_105191 Ga0072403_111130 Ga0072404_109179 Ga0133561_11649 Ga0133562_12440 Ga0133563_11543 Ga0133564_11666 Ga0225908_105176 Ga0226839_105195 Ga0226840_107181 Ga0226842_104208 Ga0226843_106203 Ga0226847_106211 Ga0226852_107250 Ga0227359_100125 Ga0307804_11722 Ga0311394_11770 Ga0312303_11376 Ga0312304_11759 H3R21_02625 H3R22_06920 H3R25_00900 H3T43_06540 H3T47_05400 H3T48_05770 H3U49_07480 LACWKB10_0177 LACWKB8_0669
OG0000563: Ga0061073_0585 Ga0070887_11612 Ga0072400_105181 Ga0072402_105190 Ga0072403_111129 Ga0072404_109178 Ga0133561_11648 Ga0133562_12439 Ga0133563_11542 Ga0133564_11665 Ga0225908_105175 Ga0226839_105194 Ga0226840_107180 Ga0226842_104207 Ga0226843_106202 Ga0226847_106210 Ga0226852_107249 Ga0227359_100124 Ga0307804_11721 Ga0311394_11769 Ga0312303_11377 Ga0312304_11758 H3R21_02630 H3R22_06915 H3R25_00895 H3T43_06535 H3T47_05395 H3T48_05775 H3U49_07485 LACWKB10_0176 LACWKB8_0668
OG0000564: Ga0061073_0586 Ga0070887_11611 Ga0072400_105180 Ga0072402_105189 Ga0072403_111128 Ga0072404_109177 Ga0133561_11647 Ga0133562_12438 Ga0133563_11541 Ga0133564_11664 Ga0225908_105174 Ga0226839_105193 Ga0226840_107179 Ga0226842_104206 Ga0226843_106201 Ga0226847_106209 Ga0226852_107248 Ga0227359_100123 Ga0307804_11720 Ga0311394_11768 Ga0312303_11378 Ga0312304_11757 H3R21_02635 H3R22_06910 H3R25_00890 H3T43_06530 H3T47_05390 H3T48_05780 H3U49_07490 LACWKB10_0175 LACWKB8_0667
OG0000565: Ga0061073_0587 Ga0070887_11610 Ga0072400_105179 Ga0072402_105188 Ga0072403_111127 Ga0072404_109176 Ga0133561_11646 Ga0133562_12437 Ga0133563_11540 Ga0133564_11663 Ga0225908_105173 Ga0226839_105192 Ga0226840_107178 Ga0226842_104205 Ga0226843_106200 Ga0226847_106208 Ga0226852_107247 Ga0227359_100122 Ga0307804_11719 Ga0311394_11767 Ga0312303_11379 Ga0312304_11756 H3R21_02640 H3R22_06905 H3R25_00885 H3T43_06525 H3T47_05385 H3T48_05785 H3U49_07495 LACWKB10_0174 LACWKB8_0666
OG0000566: Ga0061073_0588 Ga0070887_1169 Ga0072400_105178 Ga0072402_105187 Ga0072403_111126 Ga0072404_109175 Ga0133561_11645 Ga0133562_12436 Ga0133563_11539 Ga0133564_11662 Ga0225908_105172 Ga0226839_105191 Ga0226840_107177 Ga0226842_104204 Ga0226843_106199 Ga0226847_106207 Ga0226852_107246 Ga0227359_100121 Ga0307804_11718 Ga0311394_11766 Ga0312303_11380 Ga0312304_11755 H3R21_02645 H3R22_06900 H3R25_00880 H3T43_06520 H3T47_05380 H3T48_05790 H3U49_07500 LACWKB10_0173 LACWKB8_0665
OG0000567: Ga0061073_0589 Ga0070887_1168 Ga0072400_105177 Ga0072402_105186 Ga0072403_111125 Ga0072404_109174 Ga0133561_11644 Ga0133562_12435 Ga0133563_11538 Ga0133564_11661 Ga0225908_105171 Ga0226839_105190 Ga0226840_107176 Ga0226842_104203 Ga0226843_106198 Ga0226847_106206 Ga0226852_107245 Ga0227359_100120 Ga0307804_11717 Ga0311394_11765 Ga0312303_11381 Ga0312304_11754 H3R21_02650 H3R22_06895 H3R25_00875 H3T43_06515 H3T47_05375 H3T48_05795 H3U49_07505 LACWKB10_0172 LACWKB8_0664
OG0000568: Ga0061073_0590 Ga0070887_1167 Ga0072400_105176 Ga0072402_105185 Ga0072403_111124 Ga0072404_109173 Ga0133561_11643 Ga0133562_12434 Ga0133563_11537 Ga0133564_11660 Ga0225908_105170 Ga0226839_105189 Ga0226840_107175 Ga0226842_104202 Ga0226843_106197 Ga0226847_106205 Ga0226852_107244 Ga0227359_100119 Ga0307804_11716 Ga0311394_11764 Ga0312303_11382 Ga0312304_11753 H3R21_02655 H3R22_06890 H3R25_00870 H3T43_06510 H3T47_05370 H3T48_05800 H3U49_07510 LACWKB10_0171 LACWKB8_0663
OG0000569: Ga0061073_0592 Ga0070887_1165 Ga0072400_105174 Ga0072402_105183 Ga0072403_111122 Ga0072404_109171 Ga0133561_11641 Ga0133562_12432 Ga0133563_11535 Ga0133564_11658 Ga0225908_105168 Ga0226839_105187 Ga0226840_107173 Ga0226842_104200 Ga0226843_106195 Ga0226847_106203 Ga0226852_107242 Ga0227359_100117 Ga0307804_11714 Ga0311394_11762 Ga0312303_11384 Ga0312304_11751 H3R21_02665 H3R22_06880 H3R25_00860 H3T43_06500 H3T47_05360 H3T48_05810 H3U49_07520 LACWKB10_0169 LACWKB8_0661
OG0000570: Ga0061073_0593 Ga0070887_1164 Ga0072400_105173 Ga0072402_105181 Ga0072403_111121 Ga0072404_109170 Ga0133561_11640 Ga0133562_12431 Ga0133563_11533 Ga0133564_11657 Ga0225908_105167 Ga0226839_105186 Ga0226840_107172 Ga0226842_104198 Ga0226843_106194 Ga0226847_106202 Ga0226852_107241 Ga0227359_100116 Ga0307804_11713 Ga0311394_11761 Ga0312303_11385 Ga0312304_11750 H3R21_02670 H3R22_06875 H3R25_00855 H3T43_06495 H3T47_05355 H3T48_05815 H3U49_07525 LACWKB10_0168 LACWKB8_0659
OG0000571: Ga0061073_0594 Ga0070887_1163 Ga0072400_105172 Ga0072402_105180 Ga0072403_111120 Ga0072404_109169 Ga0133561_11639 Ga0133562_12430 Ga0133563_11532 Ga0133564_11656 Ga0225908_105166 Ga0226839_105185 Ga0226840_107171 Ga0226842_104197 Ga0226843_106193 Ga0226847_106201 Ga0226852_107240 Ga0227359_100115 Ga0307804_11712 Ga0311394_11760 Ga0312303_11386 Ga0312304_11749 H3R21_02675 H3R22_06870 H3R25_00850 H3T43_06490 H3T47_05350 H3T48_05820 H3U49_07530 LACWKB10_0167 LACWKB8_0658
OG0000572: Ga0061073_0595 Ga0070887_1162 Ga0072400_105171 Ga0072402_105179 Ga0072403_111119 Ga0072404_109168 Ga0133561_11638 Ga0133562_12429 Ga0133563_11531 Ga0133564_11655 Ga0225908_105165 Ga0226839_105184 Ga0226840_107170 Ga0226842_104196 Ga0226843_106192 Ga0226847_106200 Ga0226852_107239 Ga0227359_100114 Ga0307804_11711 Ga0311394_11759 Ga0312303_11387 Ga0312304_11748 H3R21_02680 H3R22_06865 H3R25_00845 H3T43_06485 H3T47_05345 H3T48_05825 H3U49_07535 LACWKB10_0166 LACWKB8_0657
OG0000573: Ga0061073_0596 Ga0070887_1161 Ga0072400_105170 Ga0072402_105178 Ga0072403_111118 Ga0072404_109167 Ga0133561_11637 Ga0133562_12428 Ga0133563_11530 Ga0133564_11654 Ga0225908_105164 Ga0226839_105183 Ga0226840_107169 Ga0226842_104195 Ga0226843_106191 Ga0226847_106199 Ga0226852_107238 Ga0227359_100113 Ga0307804_11710 Ga0311394_11758 Ga0312303_11388 Ga0312304_11747 H3R21_02685 H3R22_06860 H3R25_00840 H3T43_06480 H3T47_05340 H3T48_05830 H3U49_07540 LACWKB10_0165 LACWKB8_0656
OG0000574: Ga0061073_0597 Ga0070887_11528 Ga0072400_105169 Ga0072402_105177 Ga0072403_111117 Ga0072404_109166 Ga0133561_11636 Ga0133562_12427 Ga0133563_11529 Ga0133564_11653 Ga0225908_105163 Ga0226839_105182 Ga0226840_107168 Ga0226842_104194 Ga0226843_106189 Ga0226847_106198 Ga0226852_107237 Ga0227359_100112 Ga0307804_11709 Ga0311394_11757 Ga0312303_11389 Ga0312304_11746 H3R21_02690 H3R22_06855 H3R25_00835 H3T43_06475 H3T47_05335 H3T48_05835 H3U49_07545 LACWKB10_0164 LACWKB8_0655
OG0000576: Ga0061073_0599 Ga0070887_11522 Ga0072400_105167 Ga0072402_105175 Ga0072403_111112 Ga0072404_109161 Ga0133561_11634 Ga0133562_12422 Ga0133563_11527 Ga0133564_11648 Ga0225908_105161 Ga0226839_105177 Ga0226840_107163 Ga0226842_104190 Ga0226843_106187 Ga0226847_106196 Ga0226852_107232 Ga0227359_10017 Ga0307804_11704 Ga0311394_11750 Ga0312303_11394 Ga0312304_11741 H3R21_02700 H3R22_06830 H3R25_00815 H3T43_06450 H3T47_05325 H3T48_05855 H3U49_07570 LACWKB10_0158 LACWKB8_0653
OG0000577: Ga0061073_0600 Ga0070887_11521 Ga0072400_105166 Ga0072402_105174 Ga0072403_111111 Ga0072404_109160 Ga0133561_11633 Ga0133562_12421 Ga0133563_11526 Ga0133564_11647 Ga0225908_105160 Ga0226839_105176 Ga0226840_107162 Ga0226842_104189 Ga0226843_106186 Ga0226847_106195 Ga0226852_107231 Ga0227359_10016 Ga0307804_11703 Ga0311394_11749 Ga0312303_11395 Ga0312304_11740 H3R21_02705 H3R22_06825 H3R25_00810 H3T43_06445 H3T47_05320 H3T48_05860 H3U49_07575 LACWKB10_0157 LACWKB8_0652
OG0000578: Ga0061073_0601 Ga0070887_11520 Ga0072400_105165 Ga0072402_105173 Ga0072403_111110 Ga0072404_109159 Ga0133561_11632 Ga0133562_12420 Ga0133563_11525 Ga0133564_11646 Ga0225908_105159 Ga0226839_105175 Ga0226840_107161 Ga0226842_104188 Ga0226843_106185 Ga0226847_106194 Ga0226852_107230 Ga0227359_10015 Ga0307804_11702 Ga0311394_11748 Ga0312303_11396 Ga0312304_11739 H3R21_02710 H3R22_06820 H3R25_00805 H3T43_06440 H3T47_05315 H3T48_05865 H3U49_07580 LACWKB10_0156 LACWKB8_0651
OG0000579: Ga0061073_0602 Ga0070887_11519 Ga0072400_105164 Ga0072402_105172 Ga0072403_111109 Ga0072404_109158 Ga0133561_11631 Ga0133562_12419 Ga0133563_11524 Ga0133564_11645 Ga0225908_105158 Ga0226839_105174 Ga0226840_107160 Ga0226842_104187 Ga0226843_106184 Ga0226847_106193 Ga0226852_107229 Ga0227359_10014 Ga0307804_11701 Ga0311394_11747 Ga0312303_11397 Ga0312304_11738 H3R21_02715 H3R22_06815 H3R25_00800 H3T43_06435 H3T47_05310 H3T48_05870 H3U49_07585 LACWKB10_0155 LACWKB8_0650
OG0000580: Ga0061073_0603 Ga0070887_11518 Ga0072400_105163 Ga0072402_105171 Ga0072403_111108 Ga0072404_109157 Ga0133561_11630 Ga0133562_12418 Ga0133563_11523 Ga0133564_11644 Ga0225908_105157 Ga0226839_105173 Ga0226840_107159 Ga0226842_104186 Ga0226843_106183 Ga0226847_106192 Ga0226852_107228 Ga0227359_10013 Ga0307804_11700 Ga0311394_11746 Ga0312303_11398 Ga0312304_11737 H3R21_02720 H3R22_06810 H3R25_00795 H3T43_06430 H3T47_05305 H3T48_05875 H3U49_07590 LACWKB10_0154 LACWKB8_0649
OG0000581: Ga0061073_0604 Ga0070887_11517 Ga0072400_105162 Ga0072402_105170 Ga0072403_111107 Ga0072404_109156 Ga0133561_11629 Ga0133562_12417 Ga0133563_11522 Ga0133564_11643 Ga0225908_105156 Ga0226839_105172 Ga0226840_107158 Ga0226842_104185 Ga0226843_106182 Ga0226847_106191 Ga0226852_107227 Ga0227359_10012 Ga0307804_11699 Ga0311394_11745 Ga0312303_11399 Ga0312304_11736 H3R21_02725 H3R22_06805 H3R25_00790 H3T43_06425 H3T47_05300 H3T48_05880 H3U49_07595 LACWKB10_0153 LACWKB8_0648
OG0000582: Ga0061073_0605 Ga0070887_11516 Ga0072400_105161 Ga0072402_105169 Ga0072403_111106 Ga0072404_109155 Ga0133561_11628 Ga0133562_12416 Ga0133563_11521 Ga0133564_11642 Ga0225908_105155 Ga0226839_105171 Ga0226840_107157 Ga0226842_104184 Ga0226843_106181 Ga0226847_106190 Ga0226852_107226 Ga0227359_10071 Ga0307804_11698 Ga0311394_11744 Ga0312303_11400 Ga0312304_11735 H3R21_02730 H3R22_06800 H3R25_00785 H3T43_06420 H3T47_05295 H3T48_05885 H3U49_07600 LACWKB10_0152 LACWKB8_0647
OG0000583: Ga0061073_0606 Ga0070887_11515 Ga0072400_105160 Ga0072402_105168 Ga0072403_111105 Ga0072404_109154 Ga0133561_11627 Ga0133562_12415 Ga0133563_11520 Ga0133564_11641 Ga0225908_105154 Ga0226839_105170 Ga0226840_107156 Ga0226842_104183 Ga0226843_106180 Ga0226847_106189 Ga0226852_107225 Ga0227359_10072 Ga0307804_11697 Ga0311394_11743 Ga0312303_11401 Ga0312304_11734 H3R21_02735 H3R22_06795 H3R25_00780 H3T43_06415 H3T47_05290 H3T48_05890 H3U49_07605 LACWKB10_0151 LACWKB8_0646
OG0000584: Ga0061073_0607 Ga0070887_11514 Ga0072400_105159 Ga0072402_105167 Ga0072403_111104 Ga0072404_109153 Ga0133561_11626 Ga0133562_12414 Ga0133563_11519 Ga0133564_11640 Ga0225908_105153 Ga0226839_105169 Ga0226840_107155 Ga0226842_104182 Ga0226843_106179 Ga0226847_106188 Ga0226852_107224 Ga0227359_10073 Ga0307804_11696 Ga0311394_11742 Ga0312303_11402 Ga0312304_11733 H3R21_02740 H3R22_06790 H3R25_00775 H3T43_06410 H3T47_05285 H3T48_05895 H3U49_07610 LACWKB10_0150 LACWKB8_0645
OG0000585: Ga0061073_0608 Ga0070887_11513 Ga0072400_105158 Ga0072402_105166 Ga0072403_111103 Ga0072404_109152 Ga0133561_11625 Ga0133562_12413 Ga0133563_11518 Ga0133564_11639 Ga0225908_105152 Ga0226839_105168 Ga0226840_107154 Ga0226842_104181 Ga0226843_106178 Ga0226847_106187 Ga0226852_107223 Ga0227359_10074 Ga0307804_11695 Ga0311394_11741 Ga0312303_11403 Ga0312304_11732 H3R21_02745 H3R22_06785 H3R25_00770 H3T43_06405 H3T47_05280 H3T48_05900 H3U49_07615 LACWKB10_0149 LACWKB8_0644
OG0000586: Ga0061073_0609 Ga0070887_11512 Ga0072400_105157 Ga0072402_105165 Ga0072403_111102 Ga0072404_109151 Ga0133561_11624 Ga0133562_12412 Ga0133563_11517 Ga0133564_11638 Ga0225908_105151 Ga0226839_105167 Ga0226840_107153 Ga0226842_104180 Ga0226843_106177 Ga0226847_106186 Ga0226852_107222 Ga0227359_10075 Ga0307804_11694 Ga0311394_11740 Ga0312303_11404 Ga0312304_11731 H3R21_02750 H3R22_06780 H3R25_00765 H3T43_06400 H3T47_05275 H3T48_05905 H3U49_07620 LACWKB10_0148 LACWKB8_0643
OG0000587: Ga0061073_0610 Ga0070887_11511 Ga0072400_105156 Ga0072402_105164 Ga0072403_111101 Ga0072404_109150 Ga0133561_11623 Ga0133562_12411 Ga0133563_11516 Ga0133564_11637 Ga0225908_105150 Ga0226839_105166 Ga0226840_107152 Ga0226842_104179 Ga0226843_106176 Ga0226847_106185 Ga0226852_107221 Ga0227359_10076 Ga0307804_11693 Ga0311394_11739 Ga0312303_11405 Ga0312304_11730 H3R21_02755 H3R22_06775 H3R25_00760 H3T43_06395 H3T47_05270 H3T48_05910 H3U49_07625 LACWKB10_0147 LACWKB8_0642
OG0000588: Ga0061073_0611 Ga0070887_11510 Ga0072400_105155 Ga0072402_105163 Ga0072403_111100 Ga0072404_109149 Ga0133561_11622 Ga0133562_12410 Ga0133563_11515 Ga0133564_11636 Ga0225908_105149 Ga0226839_105165 Ga0226840_107151 Ga0226842_104178 Ga0226843_106175 Ga0226847_106184 Ga0226852_107220 Ga0227359_10077 Ga0307804_11692 Ga0311394_11738 Ga0312303_11406 Ga0312304_11729 H3R21_02760 H3R22_06770 H3R25_00755 H3T43_06390 H3T47_05265 H3T48_05915 H3U49_07630 LACWKB10_0146 LACWKB8_0641
OG0000589: Ga0061073_0612 Ga0070887_1159 Ga0072400_105154 Ga0072402_105162 Ga0072403_11199 Ga0072404_109148 Ga0133561_11621 Ga0133562_12409 Ga0133563_11514 Ga0133564_11635 Ga0225908_105148 Ga0226839_105164 Ga0226840_107150 Ga0226842_104177 Ga0226843_106174 Ga0226847_106183 Ga0226852_107219 Ga0227359_10078 Ga0307804_11691 Ga0311394_11737 Ga0312303_11407 Ga0312304_11728 H3R21_02765 H3R22_06765 H3R25_00750 H3T43_06385 H3T47_05260 H3T48_05920 H3U49_07635 LACWKB10_0145 LACWKB8_0640
OG0000590: Ga0061073_0613 Ga0070887_1158 Ga0072400_105153 Ga0072402_105161 Ga0072403_11198 Ga0072404_109147 Ga0133561_11620 Ga0133562_12408 Ga0133563_11513 Ga0133564_11634 Ga0225908_105147 Ga0226839_105163 Ga0226840_107149 Ga0226842_104176 Ga0226843_106173 Ga0226847_106182 Ga0226852_107218 Ga0227359_10079 Ga0307804_11690 Ga0311394_11736 Ga0312303_11408 Ga0312304_11727 H3R21_02770 H3R22_06760 H3R25_00745 H3T43_06380 H3T47_05255 H3T48_05925 H3U49_07640 LACWKB10_0144 LACWKB8_0639
OG0000591: Ga0061073_0614 Ga0070887_1157 Ga0072400_105152 Ga0072402_105160 Ga0072403_11197 Ga0072404_109146 Ga0133561_11619 Ga0133562_12407 Ga0133563_11512 Ga0133564_11633 Ga0225908_105146 Ga0226839_105162 Ga0226840_107148 Ga0226842_104175 Ga0226843_106172 Ga0226847_106181 Ga0226852_107217 Ga0227359_100710 Ga0307804_11689 Ga0311394_11735 Ga0312303_11409 Ga0312304_11726 H3R21_02775 H3R22_06755 H3R25_00740 H3T43_06375 H3T47_05250 H3T48_05930 H3U49_07645 LACWKB10_0143 LACWKB8_0638
OG0000592: Ga0061073_0615 Ga0070887_1156 Ga0072400_105151 Ga0072402_105159 Ga0072403_11196 Ga0072404_109145 Ga0133561_11618 Ga0133562_12406 Ga0133563_11511 Ga0133564_11632 Ga0225908_105145 Ga0226839_105161 Ga0226840_107147 Ga0226842_104174 Ga0226843_106171 Ga0226847_106180 Ga0226852_107206 Ga0227359_100711 Ga0307804_11688 Ga0311394_11734 Ga0312303_11410 Ga0312304_11725 H3R21_02780 H3R22_06750 H3R25_00735 H3T43_06370 H3T47_05245 H3T48_05935 H3U49_07650 LACWKB10_0142 LACWKB8_0637
OG0000593: Ga0061073_0616 Ga0070887_1155 Ga0072400_105150 Ga0072402_105158 Ga0072403_11195 Ga0072404_109144 Ga0133561_11617 Ga0133562_12405 Ga0133563_11510 Ga0133564_11631 Ga0225908_105144 Ga0226839_105160 Ga0226840_107146 Ga0226842_104173 Ga0226843_106170 Ga0226847_106179 Ga0226852_107205 Ga0227359_100712 Ga0307804_11687 Ga0311394_11733 Ga0312303_11411 Ga0312304_11724 H3R21_02785 H3R22_06745 H3R25_00730 H3T43_06365 H3T47_05240 H3T48_05940 H3U49_07655 LACWKB10_0141 LACWKB8_0636
OG0000594: Ga0061073_0617 Ga0070887_1154 Ga0072400_105149 Ga0072402_105157 Ga0072403_11194 Ga0072404_109143 Ga0133561_11616 Ga0133562_12404 Ga0133563_11509 Ga0133564_11630 Ga0225908_105143 Ga0226839_105159 Ga0226840_107145 Ga0226842_104172 Ga0226843_106169 Ga0226847_106178 Ga0226852_107204 Ga0227359_100713 Ga0307804_11686 Ga0311394_11732 Ga0312303_11412 Ga0312304_11723 H3R21_02790 H3R22_06740 H3R25_00725 H3T43_06360 H3T47_05235 H3T48_05945 H3U49_07660 LACWKB10_0140 LACWKB8_0635
OG0000595: Ga0061073_0618 Ga0070887_1153 Ga0072400_105148 Ga0072402_105156 Ga0072403_11193 Ga0072404_109142 Ga0133561_11615 Ga0133562_12403 Ga0133563_11508 Ga0133564_11629 Ga0225908_105142 Ga0226839_105158 Ga0226840_107144 Ga0226842_104171 Ga0226843_106168 Ga0226847_106177 Ga0226852_107203 Ga0227359_100714 Ga0307804_11685 Ga0311394_11731 Ga0312303_11414 Ga0312304_11722 H3R21_02795 H3R22_06735 H3R25_00720 H3T43_06355 H3T47_05230 H3T48_05950 H3U49_07665 LACWKB10_0139 LACWKB8_0634
OG0000596: Ga0061073_0619 Ga0070887_1152 Ga0072400_105147 Ga0072402_105155 Ga0072403_11192 Ga0072404_109141 Ga0133561_11614 Ga0133562_12402 Ga0133563_11507 Ga0133564_11628 Ga0225908_105141 Ga0226839_105157 Ga0226840_107143 Ga0226842_104170 Ga0226843_106167 Ga0226847_106176 Ga0226852_107202 Ga0227359_100715 Ga0307804_11684 Ga0311394_11730 Ga0312303_11415 Ga0312304_11721 H3R21_02800 H3R22_06730 H3R25_00715 H3T43_06350 H3T47_05225 H3T48_05955 H3U49_07670 LACWKB10_0138 LACWKB8_0633
OG0000597: Ga0061073_0620 Ga0070887_1151 Ga0072400_105146 Ga0072402_105154 Ga0072403_11191 Ga0072404_109140 Ga0133561_11613 Ga0133562_12401 Ga0133563_11506 Ga0133564_11627 Ga0225908_105140 Ga0226839_105156 Ga0226840_107142 Ga0226842_104169 Ga0226843_106166 Ga0226847_106175 Ga0226852_107201 Ga0227359_100716 Ga0307804_11683 Ga0311394_11729 Ga0312303_11416 Ga0312304_11720 H3R21_02805 H3R22_06725 H3R25_00710 H3T43_06345 H3T47_05220 H3T48_05960 H3U49_07675 LACWKB10_0137 LACWKB8_0632
OG0000598: Ga0061073_0621 Ga0070887_11423 Ga0072400_105145 Ga0072402_105153 Ga0072403_11190 Ga0072404_109139 Ga0133561_11612 Ga0133562_12400 Ga0133563_11505 Ga0133564_11626 Ga0225908_105139 Ga0226839_105155 Ga0226840_107141 Ga0226842_104168 Ga0226843_106165 Ga0226847_106174 Ga0226852_107200 Ga0227359_100717 Ga0307804_11682 Ga0311394_11728 Ga0312303_11417 Ga0312304_11719 H3R21_02810 H3R22_06720 H3R25_00705 H3T43_06340 H3T47_05215 H3T48_05965 H3U49_07680 LACWKB10_0136 LACWKB8_0631
OG0000599: Ga0061073_0622 Ga0070887_11422 Ga0072400_105144 Ga0072402_105152 Ga0072403_11189 Ga0072404_109138 Ga0133561_11611 Ga0133562_12399 Ga0133563_11504 Ga0133564_11625 Ga0225908_105138 Ga0226839_105154 Ga0226840_107140 Ga0226842_104167 Ga0226843_106164 Ga0226847_106173 Ga0226852_107199 Ga0227359_100718 Ga0307804_11681 Ga0311394_11727 Ga0312303_11418 Ga0312304_11718 H3R21_02815 H3R22_06715 H3R25_00700 H3T43_06335 H3T47_05210 H3T48_05970 H3U49_07685 LACWKB10_0135 LACWKB8_0630
OG0000600: Ga0061073_0623 Ga0070887_11421 Ga0072400_105143 Ga0072402_105151 Ga0072403_11188 Ga0072404_109137 Ga0133561_11610 Ga0133562_12398 Ga0133563_11503 Ga0133564_11621 Ga0225908_105137 Ga0226839_105153 Ga0226840_107139 Ga0226842_104166 Ga0226843_106163 Ga0226847_106172 Ga0226852_107198 Ga0227359_100719 Ga0307804_11680 Ga0311394_11726 Ga0312303_11419 Ga0312304_11717 H3R21_02820 H3R22_06710 H3R25_00695 H3T43_06330 H3T47_05205 H3T48_05975 H3U49_07690 LACWKB10_0134 LACWKB8_0629
